mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,zcr,chroma,spectral_centroid,emotion,gender,file,emotion_group
-736.81494,70.96664,4.844919,13.2525215,7.9328127,11.802074,-4.9299827,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.14794534,0.0407498516613924,0.59845406,7106.008408922401,sad,male,data\Actor_01\03-01-04-01-02-02-01.wav,urgent
-704.1285,77.837975,5.096841,14.805322,8.49169,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.552901,0.5103895,0.04405746673669468,0.59246904,6343.886846569586,sad,male,data\Actor_01\03-01-04-02-01-01-01.wav,urgent
-652.2412,69.28093,-3.6923711,11.728851,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.1800429,0.042810198904454026,0.56183255,6780.322651442226,sad,male,data\Actor_01\03-01-04-02-01-02-01.wav,urgent
-650.43463,71.005745,-1.6740128,11.137108,6.426337,11.243235,-6.4243813,1.043488,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,0.042160512375356125,0.5767765,6725.494838972653,sad,male,data\Actor_01\03-01-04-02-02-01-01.wav,urgent
-636.48676,70.95319,-4.674072,14.9717245,3.3033524,11.239858,-7.639233,1.0996048,-7.3877835,-5.972332,-11.932848,-3.0089705,1.6879239,0.04164997329059829,0.58456296,6896.716930820243,sad,male,data\Actor_01\03-01-04-02-02-02-01.wav,urgent
-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.681231,-3.1294832,-0.87246543,-9.711343,-3.9222546,1.1898443,0.06889339058195593,0.521444,6134.619096573832,angry,male,data\Actor_01\03-01-05-01-01-01-01.wav,urgent
-558.0903,60.273037,-9.1174965,13.649889,-2.4852571,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070967,0.0704075168918919,0.5278211,6352.360298944932,angry,male,data\Actor_01\03-01-05-01-01-02-01.wav,urgent
-595.0243,58.63152,-2.327618,13.655265,2.586828,7.25531,-6.0467424,2.112173,-5.78033,-4.3421254,-9.432346,-3.4377162,-0.09518721,0.0606938046162614,0.5704667,6690.33947417556,angry,male,data\Actor_01\03-01-05-01-02-01-01.wav,urgent
-557.4183,59.952057,-3.6888149,12.916796,-0.0137892505,8.49737,-7.3896728,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.6808322,0.07504368100071225,0.52545625,5977.956258599572,angry,male,data\Actor_01\03-01-05-01-02-02-01.wav,urgent
-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.9053793,-5.038463,0.08750253652597402,0.5021427,5623.7100622096,angry,male,data\Actor_01\03-01-05-02-01-01-01.wav,urgent
-398.33093,52.28169,-28.397718,12.267398,-10.859696,3.720289,-12.748708,-1.9727651,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068532,0.11394340701219512,0.4134829,5012.160489587624,angry,male,data\Actor_01\03-01-05-02-01-02-01.wav,urgent
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.4466424,-9.936925,-1.8927364,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250014,0.12269450708762887,0.48772565,5104.580589511714,angry,male,data\Actor_01\03-01-05-02-02-01-01.wav,urgent
-338.97913,44.90493,-24.296865,3.9212265,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728,0.12785943120503598,0.42685422,5177.487547068495,angry,male,data\Actor_01\03-01-05-02-02-02-01.wav,urgent
-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.2472754,-8.1957035,-2.013455,0.49049407,0.05884284420289855,0.5623183,5823.188495953553,fearful,male,data\Actor_01\03-01-06-01-01-01-01.wav,urgent
-635.4471,72.67471,-2.951787,10.282644,2.131883,12.7642765,-7.8575134,0.48864105,-9.560815,-9.200944,-11.435256,-3.8575084,0.2552432,0.060051434200879765,0.5075655,5983.587592053661,fearful,male,data\Actor_01\03-01-06-01-01-02-01.wav,urgent
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,0.05215387964396285,0.6020438,5638.860306391719,fearful,male,data\Actor_01\03-01-06-01-02-01-01.wav,urgent
-648.97406,78.302345,-1.7424381,14.431586,6.2418766,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183357,0.59373444,0.05543114673132184,0.5725839,6081.34410776768,fearful,male,data\Actor_01\03-01-06-01-02-02-01.wav,urgent
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733642,3.74777,-9.133905,-9.742281,-9.53531,-3.4553623,3.3027103,0.09176259142287234,0.4680969,4306.2914200527575,fearful,male,data\Actor_01\03-01-06-02-01-01-01.wav,urgent
-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315668,-12.53749,-11.446819,-8.186242,-1.3809906,0.08150984414258794,0.4106341,4209.249974629176,fearful,male,data\Actor_01\03-01-06-02-01-02-01.wav,urgent
-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.056807,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,0.10488228887399464,0.4345024,4617.094882175968,fearful,male,data\Actor_01\03-01-06-02-02-01-01.wav,urgent
-452.25665,64.263695,-13.6770115,5.033825,-7.8362937,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.0727215,2.0990417,0.08120277279713115,0.43007696,4062.74223310518,fearful,male,data\Actor_01\03-01-06-02-02-02-01.wav,urgent
-681.2215,78.88362,0.1286749,11.79581,0.9876598,13.565272,-6.526606,3.7329946,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165937,0.07578716856060606,0.50759923,5563.6173074261305,disgust,male,data\Actor_01\03-01-07-01-01-01-01.wav,urgent
-653.0073,65.54431,1.4677501,11.092944,-4.3168125,13.434915,-7.126188,1.5093212,-10.470179,-2.389424,-11.8359375,-3.84144,0.7690639,0.07663347421448087,0.54847294,6703.208102918362,disgust,male,data\Actor_01\03-01-07-01-01-02-01.wav,urgent
-700.34393,84.596725,5.775723,14.642682,3.4342353,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.20407356,-0.93694717,0.05326267930327869,0.560988,6179.649958222614,disgust,male,data\Actor_01\03-01-07-01-02-01-01.wav,urgent
-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.1341934,-12.038191,-2.4839942,-6.6857424,0.2006196,1.3775651,0.05229763454861111,0.58580506,7014.31896773958,disgust,male,data\Actor_01\03-01-07-01-02-02-01.wav,urgent
-514.209,61.11099,-6.6934342,7.119903,-13.141234,1.2704731,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,0.08526792620668316,0.4613124,5201.581538900523,disgust,male,data\Actor_01\03-01-07-02-01-01-01.wav,urgent
-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184767,-8.228541,-6.405702,-6.278636,-1.5957088,0.0851270799512987,0.49338776,5801.92088334677,disgust,male,data\Actor_01\03-01-07-02-01-02-01.wav,urgent
-549.6085,59.821617,3.9864697,18.777025,-10.736347,5.5345674,-5.5263953,0.86579305,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454827,0.0703125,0.49691272,5887.773418558477,disgust,male,data\Actor_01\03-01-07-02-02-01-01.wav,urgent
-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.5303717,-6.282212,-4.10962,-4.791883,0.07352443788109755,0.5299166,6329.374617864478,disgust,male,data\Actor_01\03-01-07-02-02-02-01.wav,urgent
-679.2995,64.041115,2.5253556,9.743006,2.0743148,10.626677,-5.171599,0.63715833,-5.9340224,-3.8285365,-6.00671,-5.4047394,1.9098551,0.0349639892578125,0.61475,7174.304332987818,surprised,male,data\Actor_01\03-01-08-01-01-01-01.wav,urgent
-707.25446,65.81219,0.39867368,8.45983,4.743755,11.846097,-4.4687295,-0.018804843,-6.092442,-3.4243653,-7.3909154,-1.4570595,1.3017488,0.03130884822882736,0.6176241,7306.301517015775,surprised,male,data\Actor_01\03-01-08-01-01-02-01.wav,urgent
-689.39404,70.91036,1.6139975,13.87252,3.8284073,11.299436,-6.1581707,3.8699164,-6.6757092,-3.8586779,-8.293786,-1.8832899,1.6591705,0.04423063347138554,0.590446,6719.616437819913,surprised,male,data\Actor_01\03-01-08-01-02-01-01.wav,urgent
-698.8534,63.96066,-0.88586384,11.611211,0.27096102,7.4793377,-7.8976097,2.7589517,-6.1132083,-3.0909564,-7.139969,-3.486652,0.36065257,0.03483497048045603,0.61674625,7482.65716962654,surprised,male,data\Actor_01\03-01-08-01-02-02-01.wav,urgent
-628.95764,67.507996,-5.0366893,10.8200655,0.3433469,12.224991,-7.1534066,0.43669897,-7.598814,-3.079836,-7.990679,-4.641811,3.1423318,0.035543246904024765,0.59732,6704.236422384397,surprised,male,data\Actor_01\03-01-08-02-01-01-01.wav,urgent
-583.7002,58.7757,-6.3594966,10.300801,-1.2749369,8.558703,-7.9135084,1.1394337,-7.8799667,-4.2184925,-8.814162,-5.4635077,0.46838433,0.048409806436567164,0.5564057,6507.876677887089,surprised,male,data\Actor_01\03-01-08-02-01-02-01.wav,urgent
-629.17706,66.08909,-7.35269,13.902602,-1.7103955,10.309498,-8.481241,0.92026156,-6.696085,-6.425756,-10.449927,-1.7377802,-0.12092743,0.0421153709156535,0.5825236,6816.283410678956,surprised,male,data\Actor_01\03-01-08-02-02-01-01.wav,urgent
-610.95306,63.78429,-6.09838,10.515008,-2.8278024,8.334166,-5.722169,1.0251707,-10.117927,-5.266946,-8.199912,-4.9051867,0.6445216,0.03912293872149837,0.6034105,6861.162497906723,surprised,male,data\Actor_01\03-01-08-02-02-02-01.wav,urgent
-675.8518,68.959435,-4.9626026,5.423141,0.609842,3.1607316,-9.528844,2.6474686,-9.230494,-3.4923794,-2.775557,-0.85833704,-3.2529047,0.05509845811950147,0.42539787,4876.754825205072,neutral,female,data\Actor_02\03-01-01-01-01-01-02.wav,non-urgent
-677.49725,66.73792,-7.066272,6.711427,2.3170292,2.5784461,-9.735838,3.7399817,-9.666592,-1.5748338,-2.7584553,-1.9055327,-2.6086488,0.05993580112795858,0.509316,5702.31871974331,neutral,female,data\Actor_02\03-01-01-01-01-02-02.wav,non-urgent
-640.2968,64.62258,-5.6087337,3.4770446,-2.1005535,2.704671,-9.134014,2.263086,-9.458851,-4.599762,-3.9467952,-1.7240584,-3.9413574,0.06424622616525423,0.52318394,6271.879988556315,neutral,female,data\Actor_02\03-01-01-01-02-01-02.wav,non-urgent
-659.5008,61.314804,-5.997138,4.490148,-2.6454024,2.5160272,-10.72228,2.685003,-10.316002,-4.756049,-4.690621,-2.4549737,-4.5527906,0.07046562962278106,0.4889901,5933.923040801253,neutral,female,data\Actor_02\03-01-01-01-02-02-02.wav,non-urgent
-698.07587,70.690025,-2.29,12.190497,1.1434665,4.6190953,-9.343387,5.610262,-9.482477,-2.0852337,-2.5283892,-2.290745,-2.3949478,0.06289876302083333,0.4982161,6164.709510147332,calm,female,data\Actor_02\03-01-02-01-01-01-02.wav,non-urgent
-685.27014,66.034645,-5.3122635,8.085226,-0.22538432,3.3114648,-9.604638,4.020546,-10.162641,-3.7117696,-2.5037436,-3.869077,-2.9866402,0.04958781790226064,0.42949706,5031.632345498287,calm,female,data\Actor_02\03-01-02-01-01-02-02.wav,non-urgent
-688.55475,65.21492,-4.0062184,9.36352,-3.7464232,5.08095,-8.949338,2.1395152,-9.365404,-4.1520343,-4.6722927,-1.6119943,-5.209119,0.06270616319444444,0.38636515,4359.203600699177,calm,female,data\Actor_02\03-01-02-01-02-01-02.wav,non-urgent
-674.3035,65.86995,-5.672625,4.343221,-4.5438156,3.119926,-10.6374445,1.4574045,-11.619745,-5.8630357,-5.0011463,-2.8729706,-5.937071,0.0661077831769437,0.4433034,5450.585452600634,calm,female,data\Actor_02\03-01-02-01-02-02-02.wav,non-urgent
-676.9464,62.021435,-4.284783,9.674073,-0.5778351,2.8325372,-10.690165,2.9925206,-7.7227254,-4.6659026,-4.6269574,-3.018172,-2.5841205,0.06393086541559279,0.50257796,5885.488980810923,calm,female,data\Actor_02\03-01-02-02-01-01-02.wav,non-urgent
-685.354,64.8416,-6.25909,9.039537,-1.8504004,1.9620017,-10.030852,4.2898245,-10.935775,-3.8740454,-4.0803866,-3.7543137,-1.8145918,0.05344940427110818,0.38575384,4421.897200933252,calm,female,data\Actor_02\03-01-02-02-01-02-02.wav,non-urgent
-680.23694,60.510754,-5.488641,8.456001,-7.207877,3.0568426,-8.93921,1.3651198,-11.655978,-6.4648137,-6.3382726,-2.7151382,-5.363808,0.07019328327922078,0.42095476,5319.0525793380375,calm,female,data\Actor_02\03-01-02-02-02-01-02.wav,non-urgent
-676.8966,63.290787,-2.5447514,9.512606,-5.238165,4.0801325,-8.802563,2.9575653,-12.019953,-4.360211,-5.64748,-0.8800453,-4.214632,0.06366933847402598,0.38047662,4471.641321382614,calm,female,data\Actor_02\03-01-02-02-02-02-02.wav,non-urgent
-615.3698,64.712395,-17.525738,1.0721176,2.1432567,-0.7451552,-10.137992,1.4398385,-9.424702,-8.146935,-1.7783351,-3.5647104,-4.9699297,0.07537733450443787,0.5171767,5894.315620220002,happy,female,data\Actor_02\03-01-03-01-01-01-02.wav,non-urgent
-636.3284,67.115746,-15.966241,4.984889,3.678653,0.79736257,-11.596442,2.4776044,-10.262893,-7.0668063,-1.8124378,-3.9394994,-5.9389787,0.06801701688218391,0.49995545,6009.039019911255,happy,female,data\Actor_02\03-01-03-01-01-02-02.wav,non-urgent
-623.5609,64.29266,-16.984367,1.9863328,-0.77768683,-1.0957052,-10.206499,-1.0956904,-12.033014,-9.559129,-2.6313572,-3.4545598,-7.2920837,0.06660487288135593,0.40303013,4973.468157855864,happy,female,data\Actor_02\03-01-03-01-02-01-02.wav,non-urgent
-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.43288064,-9.629009,-0.9671441,-10.922279,-7.44106,-1.0519143,-2.3797553,-6.1604385,0.07776191907051282,0.5140288,6092.449035694707,happy,female,data\Actor_02\03-01-03-01-02-02-02.wav,non-urgent
-507.97903,55.327007,-24.597252,-2.29639,2.2030914,-5.13373,-15.9404745,-2.384277,-10.304943,-11.138833,-1.3275423,-7.337683,-9.678197,0.06576503008261494,0.39589688,4732.901788773448,happy,female,data\Actor_02\03-01-03-02-01-01-02.wav,non-urgent
-509.58395,59.14795,-25.002707,-2.6429157,1.5179118,-3.107946,-16.754808,-3.8577049,-9.711455,-10.388177,-2.2028635,-6.0850754,-8.971969,0.0732818161231884,0.44954804,5569.163617732072,happy,female,data\Actor_02\03-01-03-02-01-02-02.wav,non-urgent
-564.886,59.037647,-17.660675,-0.29245853,0.6204667,-0.5198708,-12.686069,-5.5435715,-11.660214,-10.052526,-0.9895535,-3.7621112,-9.788853,0.08497637167744253,0.44219083,5522.283491891673,happy,female,data\Actor_02\03-01-03-02-02-01-02.wav,non-urgent
-558.6029,57.735268,-17.925465,0.6474384,-0.626351,-1.7978332,-13.934751,-3.521386,-10.3474245,-10.2803755,-3.0889091,-5.3283057,-10.227825,0.07307942708333333,0.38182208,4610.088683299224,happy,female,data\Actor_02\03-01-03-02-02-02-02.wav,non-urgent
-706.5462,70.95973,-4.1365914,6.6439753,-0.8450789,3.2053216,-10.462762,2.9966118,-11.937459,-4.443748,-5.141396,-3.6179626,-4.571275,0.05121663411458333,0.3512241,3969.1376181897604,sad,female,data\Actor_02\03-01-04-01-01-01-02.wav,urgent
-696.2251,72.61911,-5.971652,6.434627,-0.2762454,2.8364089,-9.820615,3.4400737,-9.201118,-5.085862,-4.289515,-2.8661973,-2.9726014,0.04736603990112994,0.37418765,4159.540944466658,sad,female,data\Actor_02\03-01-04-01-01-02-02.wav,urgent
-683.29425,59.915516,-0.35981494,6.508976,-1.4676183,2.8750477,-8.309567,-0.5963472,-11.488852,-5.7631593,-3.1498957,-3.2484865,-5.245757,0.05313640714031339,0.38211507,4642.75395734883,sad,female,data\Actor_02\03-01-04-01-02-01-02.wav,urgent
-700.86566,62.921898,-2.619947,8.212914,-0.48985144,4.108222,-7.795467,-0.023358103,-9.3188505,-6.341343,-3.9372575,-1.853161,-4.594819,0.05222402454096045,0.41500384,5109.181289321371,sad,female,data\Actor_02\03-01-04-01-02-02-02.wav,urgent
-684.31573,62.340847,-8.324207,5.9357667,-1.9212881,-1.0301522,-10.189304,-1.967844,-11.886773,-8.71532,-5.9609404,-3.7124434,-6.0599976,0.057155337428774926,0.3935614,4742.7057623178935,sad,female,data\Actor_02\03-01-04-02-01-01-02.wav,urgent
-702.70337,67.9131,-3.6298938,8.076855,-0.73930705,2.7110705,-8.9391775,-1.2227181,-11.854862,-6.6605196,-6.6040406,-2.7997155,-5.2018313,0.055935789636299436,0.4163469,4967.766844675125,sad,female,data\Actor_02\03-01-04-02-01-02-02.wav,urgent
-688.776,60.152584,-4.9036407,7.6960406,-3.1103747,1.7679313,-8.34617,-2.3499694,-12.538821,-9.191037,-7.881257,-3.7299988,-7.1819487,0.05034909303160919,0.41240376,5007.7761449640575,sad,female,data\Actor_02\03-01-04-02-02-01-02.wav,urgent
-687.3986,61.031883,-7.11638,8.069417,-3.843261,2.7920036,-11.200945,-3.3254013,-13.323005,-7.9586997,-6.2958865,-1.9197618,-7.7417617,0.06644304800724637,0.39533392,4750.722264734805,sad,female,data\Actor_02\03-01-04-02-02-02-02.wav,urgent
-588.2537,59.247963,-8.007299,4.542206,-1.3240749,0.97312605,-9.401972,2.055399,-7.919817,-6.6781936,-1.9953741,-2.8655589,-2.086076,0.06092900815217391,0.42236486,4555.8763534712225,angry,female,data\Actor_02\03-01-05-01-01-01-02.wav,urgent
-564.9818,62.465103,-14.487927,3.440037,-1.1810225,0.26285586,-10.752198,2.646129,-10.449388,-5.05966,-0.90070343,-1.5124356,-1.1195512,0.06914911684782608,0.5131837,5803.848623702446,angry,female,data\Actor_02\03-01-05-01-01-02-02.wav,urgent
-602.7209,62.84519,-8.394002,6.589411,-4.3759093,1.4356266,-10.295984,3.8481052,-10.856516,-5.5122113,-4.1941566,-1.5423422,-4.7062216,0.07832362288135593,0.47631177,5718.247596369181,angry,female,data\Actor_02\03-01-05-01-02-01-02.wav,urgent
-590.8822,59.8463,-14.2538395,4.344372,-5.582291,-0.55923235,-13.923412,3.8070235,-11.936244,-6.5984015,-4.050676,-2.3211436,-4.304013,0.0792834712009804,0.42217347,5116.467355804292,angry,female,data\Actor_02\03-01-05-01-02-02-02.wav,urgent
-477.00308,51.98464,-22.43621,0.079662636,-4.303525,-6.375623,-13.338382,3.2944665,-10.27578,-8.972215,-0.73087966,-4.789858,-4.3287773,0.07858259690915301,0.40584812,4505.596137284905,angry,female,data\Actor_02\03-01-05-02-01-01-02.wav,urgent
-502.75406,55.81529,-22.514963,-0.38626772,-4.559094,-6.385681,-12.998574,5.385625,-8.096994,-8.746944,-1.6673539,-4.6842523,-4.3427157,0.07515505526928191,0.426614,4914.874590450018,angry,female,data\Actor_02\03-01-05-02-01-02-02.wav,urgent
-437.46176,46.474915,-25.999445,-5.8879867,-9.137497,-9.274363,-16.633015,1.2840623,-11.299039,-13.147175,-4.465234,-6.250961,-8.2641,0.08652058053523937,0.4780822,6159.485937479485,angry,female,data\Actor_02\03-01-05-02-02-01-02.wav,urgent
-453.88705,48.402576,-28.487484,-3.6462314,-8.6114645,-9.896745,-16.036991,2.3280635,-11.231369,-12.242676,-3.3367684,-5.9945483,-8.3630495,0.08323507106050532,0.40506613,5311.590212284123,angry,female,data\Actor_02\03-01-05-02-02-02-02.wav,urgent
-595.8171,59.382217,-25.655392,1.5161917,-4.8676615,-1.9652697,-16.650066,0.6837833,-14.741965,-8.69511,-4.620431,-6.8369813,-6.595383,0.08137973103005865,0.39652455,4749.873703767851,fearful,female,data\Actor_02\03-01-06-01-01-01-02.wav,urgent
-599.1613,56.84228,-22.899435,-1.210327,-5.610211,-1.7112187,-14.993201,1.2717696,-14.38086,-10.10225,-4.706261,-5.4223394,-6.8581696,0.0753052105591168,0.37023214,4611.909976724772,fearful,female,data\Actor_02\03-01-06-01-01-02-02.wav,urgent
-584.6368,53.946198,-23.683254,1.0352305,-6.6190166,0.15367812,-15.050793,-0.9471066,-15.154127,-9.587488,-3.8004522,-3.3235002,-8.445857,0.08961022418478261,0.43513066,5467.607661954245,fearful,female,data\Actor_02\03-01-06-01-02-01-02.wav,urgent
-590.8616,50.688057,-24.538645,-3.3477857,-7.2955213,0.35064107,-15.734379,-3.0930223,-17.794012,-10.360825,-3.7984352,-3.4389179,-9.616912,0.09428418803418803,0.41525048,5792.550744606345,fearful,female,data\Actor_02\03-01-06-01-02-02-02.wav,urgent
